gender,age,under_30,senior_citizen,partner,dependents,number_of_dependents,married,total_population,phone_service_x,internet_service_x,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_ charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,tenure,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,referred_a_friend,number_of_referrals,satisfaction_score,cltv,churn_value
Female,30,No,No,Yes,No,0,Yes,34447,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Credit card (automatic),24.25,8.21,1732.95,0.0,0,582.91,2315.86,71,Yes,0,No,No Offer,Yes,1,5,5409,0
Female,39,No,No,No,No,0,No,5159,Yes,Yes,No,No,Yes,No,No,No,No,Cable,Month-to-Month,Yes,Mailed check,50.45,23.7,50.45,0.0,0,23.7,74.15,1,No,17,Yes,Offer E,No,0,3,2806,1
Male,24,Yes,No,No,No,0,No,734,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,20.25,13.16,202.5,0.0,0,131.6,334.1,0,No,0,No,No Offer,No,0,4,5504,0
Female,22,Yes,No,Yes,No,0,Yes,7918,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Mailed check,103.7,41.61,3467.0,0.0,0,1373.13,4840.13,33,Yes,73,Yes,Offer C,Yes,1,2,4461,1
Male,69,No,Yes,No,No,0,No,4829,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic,One Year,No,Electronic check,73.85,47.06,3122.4,0.0,100,2070.64,5293.04,44,No,3,No,Offer B,No,0,5,4374,0
Male,39,No,No,Yes,No,0,Yes,4280,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Bank transfer (automatic),75.2,9.99,3901.25,0.0,0,509.49,4410.74,51,Yes,5,Yes,Offer B,Yes,10,3,4708,0
Male,71,No,Yes,Yes,No,0,Yes,5395,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,DSL,Two Year,No,Credit card (automatic),79.4,30.03,5154.6,0.0,150,1981.98,7286.58,66,Yes,15,No,No Offer,Yes,1,1,5910,1
Male,42,No,No,Yes,No,0,Yes,24511,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,No,Credit card (automatic),92.3,13.59,6719.9,0.0,0,978.48,7698.38,72,Yes,5,No,Offer A,Yes,5,4,5136,0
Male,79,No,Yes,Yes,No,0,Yes,3546,Yes,Yes,Yes,Yes,No,No,No,No,No,DSL,Two Year,Yes,Bank transfer (automatic),54.55,35.53,825.1,0.0,0,568.48,1393.58,16,No,23,Yes,No Offer,Yes,5,3,3324,0
Male,63,No,No,Yes,Yes,2,Yes,51706,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL,One Year,No,Credit card (automatic),76.75,15.94,4541.9,0.0,0,940.46,5482.36,59,No,19,Yes,No Offer,Yes,1,4,5918,0
Male,32,No,No,No,No,0,No,40077,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,70.3,5.67,70.3,0.0,0,5.67,75.97,1,No,7,Yes,Offer E,No,0,2,4512,1
Male,39,No,No,Yes,Yes,2,Yes,5451,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,No,Bank transfer (automatic),100.35,7.73,2799.0,0.0,0,216.44,3015.44,28,No,13,Yes,No Offer,Yes,8,3,3411,0
Female,78,No,Yes,No,No,0,No,38041,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Fiber Optic,Month-to-Month,No,Electronic check,101.35,43.98,780.5,0.0,0,351.84,1132.34,8,Yes,27,Yes,No Offer,No,0,3,5546,1
Male,30,No,No,No,No,0,No,1458,Yes,Yes,Yes,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,73.5,38.88,791.75,0.0,0,427.68,1219.43,11,No,30,Yes,No Offer,No,0,1,4509,1
Male,78,No,Yes,No,No,0,No,35737,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Credit card (automatic),71.3,5.71,1389.2,0.0,0,114.2,1503.4,20,No,22,Yes,Offer D,No,0,2,3684,1
Female,28,Yes,No,No,No,0,No,81986,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),113.65,17.32,7939.25,0.0,0,1212.4,9151.65,70,Yes,30,Yes,Offer A,No,0,4,6424,0
Male,47,No,No,Yes,No,0,Yes,47453,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,70.45,16.49,1470.95,0.0,0,329.8,1800.75,20,No,8,Yes,No Offer,Yes,1,1,4773,1
Female,31,No,No,Yes,Yes,3,Yes,24944,Yes,No,No,No,No,No,No,No,No,No,One Year,Yes,Electronic check,19.05,34.66,761.85,0.0,0,1455.72,2217.57,42,No,0,No,No Offer,Yes,4,4,5091,0
Female,26,Yes,No,No,No,0,No,1766,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),103.35,19.68,847.3,0.0,0,157.44,1004.74,8,Yes,41,Yes,Offer E,No,0,1,2363,1
Female,30,No,No,Yes,No,0,Yes,15187,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,Yes,Bank transfer (automatic),80.45,26.58,5662.25,0.0,0,1887.18,7549.43,71,Yes,27,Yes,Offer A,Yes,1,5,4518,0
Male,21,Yes,No,Yes,No,0,Yes,17964,Yes,Yes,No,No,No,Yes,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,84.8,37.83,84.8,0.0,0,37.83,122.63,1,No,51,Yes,Offer E,Yes,1,3,2627,1
Female,37,No,No,No,Yes,2,No,42854,Yes,No,No,No,No,No,No,No,No,No,One Year,Yes,Credit card (automatic),20.55,11.27,57.4,0.0,0,33.81,91.21,3,No,0,No,No Offer,No,0,3,2774,0
Female,67,No,Yes,Yes,No,0,Yes,91,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Fiber Optic,One Year,No,Credit card (automatic),87.3,34.55,6055.55,0.0,0,2383.95,8439.5,69,No,19,Yes,No Offer,Yes,6,3,4148,0
Female,61,No,No,Yes,No,0,Yes,93,Yes,Yes,No,Yes,No,Yes,Yes,No,No,DSL,Two Year,Yes,Credit card (automatic),64.2,37.02,3009.5,0.0,0,1702.92,4712.42,46,No,6,Yes,No Offer,Yes,1,4,4699,0
Male,71,No,Yes,Yes,No,0,Yes,75319,Yes,Yes,No,Yes,No,No,No,No,No,DSL,Month-to-Month,Yes,Bank transfer (automatic),50.4,4.65,1527.5,0.0,0,139.5,1667.0,30,No,29,Yes,No Offer,Yes,1,3,4795,1
Female,21,Yes,No,Yes,No,0,Yes,46086,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,95.2,23.26,292.85,0.0,20,69.78,382.63,3,Yes,42,No,No Offer,Yes,5,1,4176,1
Female,53,No,No,No,No,0,No,17015,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Bank transfer (automatic),25.6,16.72,1790.35,46.06,0,1120.24,2864.53,67,Yes,0,No,No Offer,No,0,3,5183,0
Male,45,No,No,No,No,0,No,14239,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.2,11.25,20.2,0.0,0,11.25,31.45,1,No,0,No,Offer E,No,0,2,5418,1
Male,71,No,Yes,Yes,No,0,Yes,54492,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Fiber Optic,Two Year,Yes,Electronic check,109.95,18.41,7634.25,0.0,0,1270.29,8904.54,69,Yes,17,Yes,No Offer,Yes,1,5,4297,0
Female,24,Yes,No,No,No,0,No,1749,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Bank transfer (automatic),20.75,18.31,844.45,0.0,0,769.02,1613.47,42,No,0,No,Offer B,No,0,3,2574,0
Male,30,No,No,No,No,0,No,74232,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),105.65,24.23,6903.1,0.0,0,1550.72,8453.82,64,Yes,73,Yes,No Offer,No,0,1,4870,1
Female,30,No,No,Yes,No,0,Yes,5513,Yes,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Electronic check,50.25,10.79,2203.65,28.49,0,453.18,2628.34,42,Yes,41,Yes,Offer B,Yes,2,2,4873,1
Male,52,No,No,No,No,0,No,8217,Yes,Yes,No,No,No,Yes,No,No,No,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),80.65,44.67,4807.35,0.0,0,2590.86,7398.21,58,Yes,8,Yes,No Offer,No,0,5,6043,0
Female,59,No,No,Yes,Yes,1,Yes,16849,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed check,20.45,16.4,254.5,0.0,0,213.2,467.7,13,No,0,No,Offer D,Yes,1,3,5417,0
Male,61,No,No,Yes,Yes,2,Yes,32304,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,25.75,49.51,1345.85,0.0,0,2574.52,3920.37,52,Yes,0,No,Offer B,Yes,6,3,4676,0
Male,42,No,No,Yes,No,0,Yes,185,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,One Year,No,Credit card (automatic),80.0,35.7,3182.95,0.0,0,1392.3,4575.25,39,No,9,Yes,No Offer,Yes,1,1,2704,1
Male,31,No,No,Yes,Yes,1,Yes,695,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.25,39.98,144.35,0.0,0,279.86,424.21,7,No,0,No,No Offer,Yes,9,3,4954,0
Female,67,No,Yes,No,No,0,No,91,No,Yes,No,No,No,No,No,Yes,No,Cable,One Year,No,Electronic check,34.2,0.0,1596.6,0.0,0,0.0,1596.6,45,No,4,No,Offer B,No,0,3,5715,0
Female,50,No,No,Yes,No,0,Yes,26099,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,DSL,Month-to-Month,No,Electronic check,55.9,0.0,2184.35,0.0,0,0.0,2184.35,39,No,13,Yes,No Offer,Yes,3,1,5632,1
Female,59,No,No,Yes,No,0,Yes,1622,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Credit card (automatic),24.45,33.0,1681.6,0.0,0,2343.0,4024.6,71,Yes,0,No,No Offer,Yes,10,5,4742,0
Male,74,No,Yes,Yes,No,0,Yes,6773,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,103.85,39.36,5485.5,0.0,0,2086.08,7571.58,53,Yes,23,Yes,No Offer,Yes,1,1,5860,1
Male,53,No,No,No,No,0,No,60274,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Electronic check,19.25,9.14,112.3,0.0,0,63.98,176.28,7,No,0,No,No Offer,No,0,3,4489,1
Female,52,No,No,No,No,0,No,9960,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,89.15,34.73,1057.55,0.0,70,416.76,1544.31,12,Yes,6,No,Offer D,No,0,5,4041,0
Female,21,Yes,No,No,No,0,No,51556,Yes,Yes,Yes,No,No,Yes,No,No,No,DSL,One Year,Yes,Mailed check,54.6,1.16,617.85,0.0,0,12.76,630.61,11,No,41,Yes,Offer D,No,0,4,2573,0
Male,56,No,No,No,No,0,No,35426,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,94.5,45.92,2979.2,0.0,0,1423.52,4402.72,31,No,18,Yes,No Offer,No,0,3,3949,0
Male,65,No,Yes,Yes,No,0,Yes,521,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),85.25,24.54,3132.75,0.0,0,883.44,4016.19,36,Yes,5,Yes,No Offer,Yes,1,2,3041,1
Female,23,Yes,No,No,No,0,No,4280,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,DSL,One Year,Yes,Mailed check,75.85,49.25,854.45,0.0,0,591.0,1445.45,12,Yes,47,Yes,Offer D,No,0,4,5942,0
Male,73,No,Yes,Yes,No,0,Yes,7789,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Bank transfer (automatic),74.0,35.16,3919.15,0.0,0,1898.64,5817.79,54,Yes,5,Yes,No Offer,Yes,10,5,4991,0
Female,57,No,No,No,No,0,No,47143,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Mailed check,20.65,22.55,1022.95,0.0,0,1172.6,2195.55,52,No,0,No,Offer B,No,0,4,5186,0
Male,29,Yes,No,Yes,No,0,Yes,32857,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,No,Bank transfer (automatic),115.15,35.71,8349.45,0.0,0,2571.12,10920.57,72,Yes,58,Yes,Offer A,Yes,4,4,5398,0
Male,74,No,Yes,Yes,No,0,Yes,261,Yes,Yes,No,No,No,No,No,Yes,No,Cable,Month-to-Month,Yes,Bank transfer (automatic),85.6,45.25,1345.55,0.0,0,678.75,2024.3,15,Yes,22,Yes,No Offer,Yes,1,1,4981,1
Female,34,No,No,No,No,0,No,15798,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),98.1,5.63,396.3,0.0,0,22.52,418.82,4,No,18,Yes,Offer E,No,0,1,2895,1
Male,37,No,No,Yes,Yes,2,Yes,21349,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,105.4,38.98,6989.45,0.0,0,2611.66,9601.11,67,Yes,16,Yes,Offer A,No,0,5,5666,0
Female,77,No,Yes,Yes,No,0,Yes,7872,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Fiber Optic,One Year,No,Mailed check,99.1,9.13,3877.95,0.0,0,356.07,4234.02,39,No,18,Yes,No Offer,Yes,6,3,4599,0
Male,40,No,No,Yes,No,0,Yes,6918,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Mailed check,19.85,15.14,35.9,0.0,0,30.28,66.18,2,No,0,No,Offer E,Yes,2,3,2362,1
Female,49,No,No,No,No,0,No,829,Yes,Yes,No,No,No,No,No,Yes,Yes,DSL,Month-to-Month,Yes,Electronic check,56.25,26.14,56.25,0.0,0,26.14,82.39,1,No,22,Yes,No Offer,No,0,1,3065,1
Male,42,No,No,No,No,0,No,51387,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,107.95,12.66,318.6,0.0,0,37.98,356.58,3,No,28,Yes,Offer E,No,0,3,5653,0
Male,28,Yes,No,Yes,No,0,Yes,8406,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Bank transfer (automatic),20.5,31.29,1198.8,0.0,0,1877.4,3076.2,60,No,0,No,Offer B,Yes,9,5,5848,0
Female,58,No,No,No,Yes,3,No,781,Yes,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,No,Bank transfer (automatic),45.2,38.94,1841.9,0.0,0,1596.54,3438.44,41,No,28,Yes,No Offer,No,0,5,4418,0
Female,27,Yes,No,Yes,No,0,Yes,16206,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,Two Year,No,Credit card (automatic),91.3,29.66,4965.0,0.0,0,1601.64,6566.64,54,Yes,76,Yes,No Offer,Yes,5,3,5907,0
Male,40,No,No,No,No,0,No,1749,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,96.8,47.38,5283.95,0.0,0,2605.9,7889.85,55,Yes,29,Yes,Offer B,No,0,1,4089,1
Male,26,Yes,No,Yes,No,0,Yes,8692,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Electronic check,106.3,49.82,5487.0,0.0,0,2590.64,8077.64,52,No,51,Yes,No Offer,Yes,4,3,4969,0
Female,19,Yes,No,Yes,No,0,Yes,30206,No,Yes,No,No,No,No,Yes,No,No,Cable,Month-to-Month,Yes,Bank transfer (automatic),34.0,0.0,853.0,0.0,0,0.0,853.0,25,No,82,Yes,Offer C,Yes,1,1,5024,1
Male,44,No,No,No,No,0,No,4258,No,Yes,No,Yes,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Mailed check,36.85,0.0,108.7,0.0,0,0.0,108.7,3,No,21,Yes,Offer E,No,0,1,5825,1
Male,50,No,No,No,No,0,No,213,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Bank transfer (automatic),104.05,2.52,7262.0,0.0,0,173.88,7435.88,69,No,24,Yes,No Offer,No,0,3,4254,1
Female,34,No,No,Yes,Yes,3,Yes,2379,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,DSL,Two Year,Yes,Mailed check,52.5,0.0,1208.15,0.0,0,0.0,1208.15,24,No,75,Yes,Offer C,Yes,1,3,3303,0
Female,78,No,Yes,No,No,0,No,46639,No,Yes,No,Yes,Yes,Yes,Yes,No,No,DSL,Two Year,Yes,Electronic check,50.5,0.0,2566.3,0.0,0,0.0,2566.3,52,No,23,Yes,No Offer,No,0,3,5185,0
Female,65,No,Yes,No,No,0,No,20893,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),91.3,11.93,4126.35,0.0,0,548.78,4675.13,46,No,26,Yes,Offer B,No,0,4,3191,0
Male,53,No,No,Yes,No,0,Yes,215,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),19.55,44.19,520.55,0.0,0,1193.13,1713.68,27,No,0,No,Offer C,Yes,1,4,4430,0
Male,58,No,No,Yes,Yes,3,Yes,28998,Yes,Yes,No,Yes,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Bank transfer (automatic),54.9,46.54,2549.1,0.0,130,2047.76,4726.86,44,No,52,No,No Offer,Yes,4,4,4412,0
Male,23,Yes,No,No,No,0,No,3777,Yes,Yes,No,No,Yes,Yes,No,No,No,DSL,Month-to-Month,No,Electronic check,56.15,26.86,291.45,0.0,0,134.3,425.75,5,No,71,Yes,No Offer,No,0,4,5232,0
Male,28,Yes,No,Yes,Yes,2,Yes,8644,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),97.7,42.74,3410.0,0.0,0,1453.16,4863.16,34,Yes,52,Yes,No Offer,Yes,9,3,5789,0
Female,59,No,No,Yes,No,0,Yes,33083,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Credit card (automatic),106.4,24.17,7251.9,3.59,0,1667.73,8916.04,69,No,5,Yes,Offer A,Yes,9,4,4328,0
Male,69,No,Yes,No,No,0,No,3749,Yes,Yes,Yes,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,90.85,23.33,3186.7,0.0,0,839.88,4026.58,36,Yes,23,Yes,Offer C,No,0,1,5692,1
Male,52,No,No,No,No,0,No,31021,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Bank transfer (automatic),100.9,24.53,7459.05,0.0,0,1766.16,9225.21,72,Yes,12,Yes,Offer A,No,0,3,5781,0
Male,42,No,No,No,No,0,No,19867,Yes,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Electronic check,50.15,39.87,50.15,0.0,0,39.87,90.02,1,Yes,2,Yes,Offer E,No,0,3,3043,0
Female,57,No,No,No,No,0,No,27394,Yes,Yes,Yes,No,Yes,Yes,No,No,No,DSL,Month-to-Month,No,Electronic check,58.95,30.54,955.15,0.0,0,458.1,1413.25,15,No,11,Yes,No Offer,No,0,4,4497,0
Female,23,Yes,No,No,No,0,No,42491,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank transfer (automatic),19.5,10.97,413.0,0.0,0,219.4,632.4,20,No,0,No,Offer D,No,0,3,5409,0
Female,45,No,No,Yes,No,0,Yes,24499,Yes,Yes,No,No,Yes,Yes,No,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,81.0,11.39,1683.7,0.0,0,227.8,1911.5,20,No,21,Yes,Offer D,Yes,6,3,4741,0
Female,50,No,No,Yes,Yes,3,Yes,3376,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Bank transfer (automatic),19.7,7.31,395.6,0.0,0,146.2,541.8,20,No,0,No,No Offer,Yes,7,5,4910,0
Female,66,No,Yes,No,No,0,No,175,Yes,Yes,Yes,No,No,No,No,No,No,Fiber Optic,One Year,Yes,Electronic check,80.25,8.75,303.7,0.0,30,35.0,368.7,4,Yes,4,No,No Offer,No,0,4,3828,0
Female,79,No,Yes,Yes,No,0,Yes,36817,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,One Year,No,Electronic check,70.05,5.42,302.6,0.0,0,27.1,329.7,5,No,23,Yes,Offer E,Yes,1,4,2064,0
Male,38,No,No,Yes,No,0,Yes,19034,Yes,Yes,Yes,No,Yes,No,Yes,No,No,DSL,Two Year,No,Mailed check,64.25,23.31,1024.0,0.0,0,372.96,1396.96,16,No,27,Yes,No Offer,Yes,9,4,5511,0
Male,23,Yes,No,No,Yes,1,No,25173,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed check,20.05,37.85,75.45,0.0,0,113.55,189.0,3,No,0,No,No Offer,No,0,4,2948,0
Female,40,No,No,Yes,Yes,2,Yes,30988,Yes,Yes,No,No,No,Yes,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,80.75,29.56,4116.9,0.0,0,1507.56,5624.46,51,Yes,27,Yes,Offer B,Yes,9,4,6032,0
Male,45,No,No,No,No,0,No,31180,Yes,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,No,Mailed check,44.4,32.44,44.4,0.0,0,32.44,76.84,1,No,12,Yes,Offer E,No,0,1,3522,1
Male,49,No,No,Yes,Yes,2,Yes,911,Yes,Yes,No,No,No,No,Yes,No,No,Cable,Month-to-Month,Yes,Mailed check,56.3,17.27,628.65,0.0,0,207.24,835.89,12,No,29,Yes,Offer D,Yes,5,3,2047,0
Female,31,No,No,No,No,0,No,34873,Yes,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Electronic check,45.4,10.81,80.95,0.0,0,21.62,102.57,2,No,13,Yes,No Offer,No,0,3,4964,0
Male,60,No,No,No,No,0,No,26577,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,85.0,15.2,85.0,0.0,0,15.2,100.2,1,No,2,Yes,No Offer,No,0,4,5754,0
Male,22,Yes,No,Yes,Yes,3,Yes,2296,Yes,Yes,No,No,Yes,No,Yes,No,No,Fiber Optic,One Year,Yes,Electronic check,90.35,30.46,767.9,0.0,0,274.14,1042.04,9,Yes,82,Yes,Offer E,Yes,9,3,2993,0
Female,59,No,No,No,No,0,No,291,Yes,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Mailed check,44.65,29.16,472.25,0.0,0,320.76,793.01,11,No,3,Yes,Offer D,No,0,3,4492,0
Female,80,No,Yes,Yes,No,0,Yes,16198,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Fiber Optic,One Year,No,Electronic check,95.65,11.55,5471.75,21.71,0,646.8,6096.84,56,Yes,27,Yes,Offer B,Yes,10,3,6335,0
Female,35,No,No,No,No,0,No,55486,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,98.7,37.36,973.25,0.0,0,373.6,1346.85,10,Yes,28,Yes,Offer D,No,0,1,5561,1
Female,32,No,No,Yes,Yes,1,Yes,228,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),20.9,2.52,202.3,0.0,0,27.72,230.02,11,No,0,No,Offer D,Yes,3,5,5359,0
Female,46,No,No,Yes,No,0,Yes,8141,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Cable,Two Year,Yes,Electronic check,84.95,4.7,5150.55,4.68,0,291.4,5437.27,62,Yes,28,Yes,Offer B,Yes,1,4,6307,0
Female,75,No,Yes,Yes,No,0,Yes,6202,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Two Year,Yes,Electronic check,69.3,38.59,1813.1,0.0,0,964.75,2777.85,25,No,24,Yes,No Offer,Yes,7,4,4442,0
Male,43,No,No,No,No,0,No,49281,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,19.6,16.81,390.4,0.0,0,353.01,743.41,21,No,0,No,No Offer,No,0,4,4562,0
Female,73,No,Yes,Yes,No,0,Yes,24492,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,One Year,Yes,Electronic check,83.25,14.34,308.05,39.93,0,57.36,325.48,4,Yes,14,Yes,No Offer,Yes,10,3,5251,0
Male,27,Yes,No,Yes,No,0,Yes,796,Yes,Yes,No,No,Yes,No,No,No,No,DSL,Month-to-Month,No,Credit card (automatic),50.2,4.05,668.85,0.0,0,56.7,725.55,14,No,59,Yes,No Offer,Yes,6,3,4253,0
Male,47,No,No,No,No,0,No,41698,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Bank transfer (automatic),18.85,40.59,867.3,0.0,0,1826.55,2693.85,45,No,0,No,No Offer,No,0,4,2653,0
Female,23,Yes,No,Yes,No,0,Yes,24973,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,DSL,Two Year,No,Mailed check,65.5,23.68,564.35,0.0,0,189.44,753.79,8,No,41,Yes,Offer E,Yes,1,3,2985,0
Male,66,No,Yes,No,No,0,No,26055,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,81.25,5.02,585.95,0.0,0,40.16,626.11,8,Yes,26,Yes,No Offer,No,0,1,3812,1
Female,51,No,No,Yes,No,0,Yes,36149,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),109.1,37.15,6393.65,0.0,0,2154.7,8548.35,58,Yes,7,Yes,No Offer,Yes,6,3,4935,0
Female,25,Yes,No,No,No,0,No,15396,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed check,20.6,16.57,1298.7,0.0,0,1043.91,2342.61,63,No,0,No,No Offer,No,0,5,6469,0
Female,50,No,No,Yes,No,0,Yes,2965,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Fiber Optic,One Year,Yes,Electronic check,89.55,35.32,3474.45,0.0,0,1377.48,4851.93,39,Yes,30,Yes,No Offer,Yes,1,2,3849,1
Female,47,No,No,Yes,No,0,Yes,57775,No,Yes,No,No,No,No,Yes,Yes,Yes,DSL,Month-to-Month,Yes,Electronic check,43.95,0.0,2007.85,0.0,0,0.0,2007.85,46,No,8,Yes,No Offer,Yes,1,3,4818,0
Male,56,No,No,No,No,0,No,51855,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,100.0,39.37,4211.55,0.0,140,1692.91,6044.46,43,Yes,23,No,Offer B,No,0,1,4760,1
Female,42,No,No,No,Yes,3,No,44875,Yes,Yes,Yes,No,No,No,No,No,No,Cable,Month-to-Month,No,Mailed check,51.2,2.98,51.2,0.0,0,2.98,54.18,1,No,26,Yes,No Offer,No,0,3,3699,0
